NCT Number,Study Title,Study URL,Study Status,Conditions,Interventions,Primary Outcome Measures,Sponsor,Enrollment,Study Type,Study Design,Start Date
NCT05452993,Screening for Diabetic Retinopathy in Pharmacies With Artificial Intelligence Enhanced Retinophotography,https://clinicaltrials.gov/study/NCT05452993,UNKNOWN,Diabetic Retinopathy|Artificial Intelligence|Diabetes Mellitus,DEVICE: Analysed Retinophotography,"diabetic retinopathy screening rate, The screening rate for diabetic retinopathy will be assessed in the 11 participating pharmacies and then compared to literature data (actual diabetic retinopathy screening rate = 64%)

The screening rate will be calculated as follows :

Number of patients screened(Arm 1)/(number of patients screened (Arm 1) + number of patients who refused screening or failed screening (Arm2)).

We hypothesise an improvement of 10 points (≥74%), approximately one year after study start","University Hospital, Caen",330,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SCREENING,2022-09
NCT04732208,Automated Screening of Diabetic Retinopathy Using a Smartphone-based Camera,https://clinicaltrials.gov/study/NCT04732208,COMPLETED,Diabetic Retinopathy,DIAGNOSTIC_TEST: Colour fundus photography,"Sensitivity and Specificity of the AI in detecting any grade of diabetic retinopathy in those with established diabetes mellitus (DM), 4 months",Tameside General Hospital,410,OBSERVATIONAL,Observational Model: |Time Perspective: p,2022-04-20
NCT00855608,"Intravitreal Adalimumab in Refractory Diabetic Retinopathy, Choroidal Neovascularization or Uveitis: A Pilot Study",https://clinicaltrials.gov/study/NCT00855608,UNKNOWN,Uveitis|Diabetic Retinopathy|Choroidal Neovascularization,DRUG: adalimumab,"The main outcome measure will be visual acuity improvement (3 lines), 6 weeks",Rafic Hariri University Hospital,15,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2009-03
NCT03631108,Feasibility Study and Preliminary Application Study on Iris OCTA,https://clinicaltrials.gov/study/NCT03631108,UNKNOWN,"Conjunctivitis|Glaucoma|Myopia|Diabetic Retinopathy|Retinal Detachment|Retinal Neovascularization, Unspecified|Uveitis",DIAGNOSTIC_TEST: OCTA (ZEISS),"Iris Vessel Geometric Characteristics, Iris vascular density and neovascular density, 0:00 8:00 14:00 20:00",Shanghai Eye Disease Prevention and Treatment Center,4000,OBSERVATIONAL,Observational Model: |Time Perspective: p,2018-10
NCT00682539,Intraocular Anti-VEGF Compared With Intraocular Triamcinolone in Patients With Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT00682539,COMPLETED,Diabetic Macular Edema,DRUG: Bevacizumab (Avastin)|DRUG: Triamcinolone|DRUG: Sham|PROCEDURE: Lucentis,"Efficacy of the Treatment Assessed With Visual Acuity Measured by ETDRS Charts., Efficacy of the treatment with intravitreal administered injections of anti VEGF (Bevacizumab (Avastin®) or Ranibizumab (Lucentis®) ) compared with triamcinolone (Volon A®) in patients with diabetic macular edema is examined using Visual acuity measurements with ETDRS charts: units: logMAR; scale range: -0.1 to 1.0; higher values are considered worse outcome, 12 month|Efficacy of the Treatment Assessed by Standard Optical Coherence Tomography (OCT), Efficacy of the treatment with intravitreal administered injections of anti VEGF (Bevacizumab (Avastin®) or Ranibizumab (Lucentis®) ) compared with triamcinolone (Volon A®) in patients with diabetic macular edema is measured with standard Optical Coherence Tomography - (OCT): units: µm; scale range: 200-800; higher values are considered worse outcome, 12 months",Medical University of Vienna,71,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",2007-10
NCT00997191,Intravitreal Bevacizumab and Triamcinolone Associated to Laser Photocoagulation for Diabetic Macular Edema(IBeTA),https://clinicaltrials.gov/study/NCT00997191,COMPLETED,Diabetic Macular Edema,PROCEDURE: Laser photocoagulation|DRUG: Intravitreal triamcinolone|DRUG: Intravitreal bevacizumab,"Best Corrected Visual acuity, One Year",University of Sao Paulo,12,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2009-10
NCT00406991,Retinal Blood Flow and Microthrombi in Type 1 Diabetes,https://clinicaltrials.gov/study/NCT00406991,COMPLETED,Diabetes|Diabetic Retinopathy,DRUG: aspirin|DRUG: clopidogrel,Retinal blood flow,Schepens Eye Research Institute,100,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE|Primary Purpose: DIAGNOSTIC,2003-06
NCT04690608,Suprachoroidal Injection of Triamcinolone Acetonide in Resistant Diabetic Macular Edema and CRVO,https://clinicaltrials.gov/study/NCT04690608,NOT_YET_RECRUITING,Retinal Edema,"DRUG: Triamcinolone Acetonide 40Mg/Ml Inj,Susp_#1","Improvement of central macular thickness, Reduction of the central macular thickness below 300 um, 1 month",Tanta University,100,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2023-12-01
NCT03238963,"A Study That Tests BI 1467335 in Patients With Diabetic Eye Disease (Diabetic Retinopathy). It Looks at the Way BI 1467335 is Taken up, the Effects it Has, and How Well it is Tolerated.",https://clinicaltrials.gov/study/NCT03238963,COMPLETED,Diabetic Retinopathy,DRUG: BI 1467335|DRUG: Placebo,"Percentage of Participants With Any Ocular Adverse Events Over the On-treatment Period, Percentage of participants with any ocular adverse events over the on-treatment period was reported., On-treatment period: from first dose of study drug until end of follow-up period, up to 24 weeks.",Boehringer Ingelheim,79,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2017-09-19
NCT01476449,Dosing Study of Ranibizumab for Diabetic Retinal and Macular Edema,https://clinicaltrials.gov/study/NCT01476449,COMPLETED,Diabetic Retinopathy|Macular Edema,DRUG: Ranibizumab|DRUG: Ranibizumab,"Mean Change in Early Treatment for Diabetic Retinopathy Study (ETDRS) Eye Chart Vision., The ETDRS eye chart was used to assess vision at each visit, with the change through month 24 reported., Baseline through 24 months",Retina Vitreous Associates of Florida,20,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2011-11
NCT01746563,Intravitreal Ranibizumab Combined With Panretinal Photocoagulation in Patients With Proliferative Diabetic Retinopathy,https://clinicaltrials.gov/study/NCT01746563,COMPLETED,Diabetic Retinopathy|Retinal Diseases|Eye Diseases|Diabetic Angiopathies|Vascular Diseases|Cardiovascular Diseases,DRUG: Ranibizumab|PROCEDURE: Laser therapy,"Macular Evaluation, Changes between visual acuity from baseline to month 6., 6 Months",University of Sao Paulo,30,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2011-05
NCT00496405,Unilateral Bevacizumab for Bilateral Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT00496405,COMPLETED,Diabetic Macular Edema|Diabetic Retinopathy,DRUG: bevacizumab,"Retinal thickness, Interventional",Asociación para Evitar la Ceguera en México,13,INTERVENTIONAL,"Allocation: |Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: ",2007-04
NCT04089605,Ranibizumab vs Dexamethasone Implant in Vitrectomized Eyes With Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT04089605,COMPLETED,Diabetic Macular Edema,DRUG: dexamethasone implant|DRUG: Ranibizumab,"BCVA at Month 6, best-corrected visual acuity (BCVA) at the end of intervention, Month 6|CFT at Month 6, central foveal thickness (CFT) at the end of intervention, Month 6",Far Eastern Memorial Hospital,48,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2017-06-01
NCT04387604,Effect of the Vitreous in Response to Intravitreal Injections of Ranibizumab for the Treatment of Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT04387604,COMPLETED,Diabetic Macular Edema,DRUG: Ranibizumab 0.5 MG/0.05 ML Intraocular Solution [LUCENTIS],"assess the number of IV injections needed to control DME between groups, DME control is defined as 1) BCVA of 85 letters and OCT CFT ""normal"" (CFT≤300 μm and non-existent intra- or sub-retinal fluid); or 2) OCT CFT ""normal"" (CFT≤300 μm) and stable BCVA (defined as \<5 letters change from last injection) after two consecutive injections during the first 24 weeks, or after one injection if the initial stability period has already been achieved (OCT CFT ""normal"" and stable BCVA)., 18 months",Centro Hospitalar do Porto,50,OBSERVATIONAL,Observational Model: |Time Perspective: p,2017-08-01
NCT02718326,Study of the Efficacy and Safety of Intravitreal (IVT) Aflibercept for the Improvement of Moderately Severe to Severe Nonproliferative Diabetic Retinopathy (NPDR),https://clinicaltrials.gov/study/NCT02718326,COMPLETED,Nonproliferative Diabetic Retinopathy,DRUG: Intravitreal aflibercept injection [IAI]|DRUG: Sham,"Percentage of Participants Who Improved by ≥2 Steps From Baseline in the Diabetic Retinopathy Disease Severity Scale (DRSS) Score at Week 24 in the Combined 2Q16 and 2Q8 Groups, The Diabetic Retinopathy Disease Severity Scale (DRSS) may be used to describe overall retinopathy severity as well as the change in severity over time. Severity range from level 10 (DR absent) to level 85 (advanced proliferative DR: posterior fundus obscured, or center of macula detached). Here, DRSS describes severity level 47 (moderately severe NPDR) and level 53 (severe NPDR) at week 24 from baseline., At Week 24|Percentage of Participants With a ≥ 2-step Change at Week 52 in Diabetic Retinopathy Severity Scale (DRSS) From Baseline, The Diabetic Retinopathy Disease Severity Scale (DRSS) may be used to describe overall retinopathy severity as well as the change in severity over time. Severity range from level 10 (DR absent) to level 85 (advanced proliferative DR: posterior fundus obscured, or center of macula detached). Here, DRSS describes severity level 47 (moderately severe NPDR) and level 53 (severe NPDR) at week 52 from baseline., At Week 52",Regeneron Pharmaceuticals,402,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2016-03-29
NCT05695417,"Study to Evaluate the Safety, Tolerability, and Efficacy of OTX-TKI in Subjects With Moderately Severe to Severe Non-proliferative Diabetic Retinopathy",https://clinicaltrials.gov/study/NCT05695417,ACTIVE_NOT_RECRUITING,Non-proliferative Diabetic Retinopathy,DRUG: OTX-TKI|DRUG: Sham,"Safety and Tolerability, Frequency of treatment emergent adverse events, Baseline up to Week 52","Ocular Therapeutix, Inc.",21,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",2023-01-15
NCT02871817,A Comparison of the Checkup Vision Assessment System to Standard Vision Assessment Tools,https://clinicaltrials.gov/study/NCT02871817,UNKNOWN,Age - Related Macular Degeneration|Diabetic Retinopathy|Metamorphopsia,OTHER: Paxos Checkup Study Mobile Medical Application,"Near Corrected Visual Acuity, Corrected Near Visual Acuity (CNVA) assessed with the Checkup System will be compared to the reference method CNVA (Lebensohn Near Card) in replicated measurements at each of two in-office visits., Eight weeks|Amsler Grid, The Amsler Grid assessment with the Checkup will be compared to the reference method Amsler Grid in replicated measurements at each of two in-office visits, Eight weeks","Digisight Technologies, Inc.",143,OBSERVATIONAL,Observational Model: |Time Perspective: p,2016-07
NCT01220804,Evaluation of Blood-retinal Barrier Functional Alterations by Optical Coherence Tomography,https://clinicaltrials.gov/study/NCT01220804,COMPLETED,Diabetic Retinopathy,,"Optical reflectivity as measured by optical coherence tomography, To analyse OCT reflectivity distribution between areas with and without fluorescein leakage in type 2 diabetic eyes. In previous studies our group found differences, when comparing the histograms of the optical reflectivity distribution, suggesting that the optical reflectivity, as measured by OCT, may change under BRB alterations, 14 months",Association for Innovation and Biomedical Research on Light and Image,30,OBSERVATIONAL,Observational Model: |Time Perspective: p,2010-11
NCT00105404,Treatment of Diabetic Macular Edema: Triamcinolone Injections Vs. Laser Photocoagulation,https://clinicaltrials.gov/study/NCT00105404,COMPLETED,Diabetic Retinopathy|Diabetic Macular Edema|DME,DRUG: Triamcinolone Acetonide,,National Eye Institute (NEI),5,INTERVENTIONAL,Allocation: |Intervention Model: |Masking: |Primary Purpose: TREATMENT,2005-03-09
NCT04278417,Study of Efficacy and Safety of Brolucizumab Versus Panretinal Photocoagulation Laser in Patients With Proliferative Diabetic Retinopathy,https://clinicaltrials.gov/study/NCT04278417,ACTIVE_NOT_RECRUITING,Proliferative Diabetic Retinopathy,BIOLOGICAL: Brolucizumab 6 mg|PROCEDURE: Panretinal photocoagulation laser,"Change from Baseline in BCVA, To demonstrate that brolucizumab is non-inferior to PRP with respect to the change from Baseline in visual acuity at Week 54, At Week 54",Novartis Pharmaceuticals,694,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2020-11-19
NCT04637217,Retinal Neurodegenerative and Vascular Changes in Diabetic Patients,https://clinicaltrials.gov/study/NCT04637217,COMPLETED,Diabetic Retinopathy|Neurodegeneration,DIAGNOSTIC_TEST: Optical Coherence Tomography,"Correlation between choroid and outer retina using SD-OCT- based binarization technique, starting from EDI-OCT scans the investigators will analyze choroidal parameters such as Luminal area, Stromal area, Total choroidal area, Chorodial vascularity index and correlate them with retinal pigment epithelium (RPE),outer nuclear layer(ONL) and photoreceptors' thickness (PR), 2018-2019|Correlation between neurodegeneration and retinal vessels characteristics, using full width at half maximum method, the investigators will measure peripapillary arteries and veins' diameters, their wall thickness and correlate them with RNFL and ganglion cell layer(GCL) thickness, 2018-2019",Iuliu Hatieganu University of Medicine and Pharmacy,97,OBSERVATIONAL,Observational Model: |Time Perspective: p,2018-07-01
