NCT Number,Study Title,Study URL,Study Status,Conditions,Interventions,Primary Outcome Measures,Sponsor,Enrollment,Study Type,Study Design,Start Date
NCT04212624,Clinical Research of Human Retinal Pigment Epithelial (HuRPE) Cell Injection on Atrophy of High Myopia Macular Area,https://clinicaltrials.gov/study/NCT04212624,UNKNOWN,Degenerative Myopia With Macular Hole,OTHER: Human retinal pigment epithelial (HuRPE) cell injection,"Number of subjects with Local and systemic adverse events, Descriptive analysis of frequency and types of adverse events experienced by each subject during the study period., six months following transplantation","Shanghai General Hospital, Shanghai Jiao Tong University School of Medicine",9,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2019-12
NCT00927628,Macular Hole Reopening,https://clinicaltrials.gov/study/NCT00927628,COMPLETED,Vitrectomy,PROCEDURE: Vitrectomy,"A complete clinical examination including BCVA, slit-lamp biomicroscopy with a contact lens, indirect ophthalmoscopy, and fundus photography were performed post surgery., Patients were examined preoperatively and postoperatively on day one, and at two weeks, and one, three, and six months. Thereafter, they were examined every three to six months.",Shinjo Ophthalmologic Institute,831,OBSERVATIONAL,Observational Model: |Time Perspective: p,1990-10
NCT02894424,Effect of the Membrane Blue Dual® Dye on the Retinal Sensitivity in Macular Hole Surgery,https://clinicaltrials.gov/study/NCT02894424,COMPLETED,Macular Hole Surgery,,"change in retinal sensitivity, change from baseline sensitivity at 1 month after macular hole surgery, change from baseline sensitivity at 1 month after macular hole surgery",Fondation Ophtalmologique Adolphe de Rothschild,34,OBSERVATIONAL,Observational Model: |Time Perspective: p,2017-02-23
NCT04498624,Inverted Flap Versus Internal Limiting Membrane Peeling in Small Full Thickness Macular Holes,https://clinicaltrials.gov/study/NCT04498624,UNKNOWN,Full Thickness Macular Hole,PROCEDURE: inverted flap|PROCEDURE: peeling internal limiting membrane (ILM),"Microperimetry retinal sensitivity, Difference of microperimetry retinal sensitivity after primary vitrectomy for idiopathic full thickness macular holes with inverted flap technique versus internal limiting membrane (ILM) peeling technique, 3 months","University of Turin, Italy",40,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2020-05-01
NCT01429441,Ocriplasmin for Treatment for Symptomatic Vitreomacular Adhesion Including Macular Hole,https://clinicaltrials.gov/study/NCT01429441,COMPLETED,Vitreomacular Adhesion Including Macular Hole,DRUG: Ocriplasmin|OTHER: Sham injection,"Proportion of Subjects With Pharmacological Vitreomacular Adhesion (VMA) / (Vitreomacular Traction [VMT]) Resolution at Day 28, Pharmacological VMA resolution without anatomical defect, based on SD-OCT and determined by the masked central reading center (CRC), with post-resolution vitrectomy considered as a failure. Missing data were imputed using the last observation carried forward (LOCF) method., Day 28",ThromboGenics,220,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2011-10
NCT02001701,Intravitreal Gas for Vitreomacular Adhesion,https://clinicaltrials.gov/study/NCT02001701,WITHDRAWN,Vitreomacular Adhesion,PROCEDURE: Intravitreal Injection of sulfahexafluoride gas,"Proportion of patients with resolution of vitreomacular adhesion at Day 28, Day 28",Northern California Retina Vitreous Associates,0,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2013-11
NCT00485199,Pneumatic Retinopexy Versus Vitrectomy With Gas for Retinal Detachment Due to Myopic Macular Hole,https://clinicaltrials.gov/study/NCT00485199,COMPLETED,Retinal Detachment,PROCEDURE: Pneumatic Retinopexy|PROCEDURE: Vitrectomy with Gas,"BCVA improvement,anatomic success, 1,3,6,9, and 12 months after treatment",Peking University,231,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE|Primary Purpose: TREATMENT,2005-01
NCT03525899,Macular Hole After Diabetic Vitrectomy,https://clinicaltrials.gov/study/NCT03525899,COMPLETED,Proliferative Diabetic Retinopathy|Macular Holes,PROCEDURE: Pars plana vitrectomy,"Time to macular hole closure, Evaluation by optical coherence tomography, OCT was performed monthly after operation, until MH closure was achieved, up yo 1 year",National Taiwan University Hospital,7,OBSERVATIONAL,Observational Model: |Time Perspective: p,2017-11-01
NCT02081170,The Intravitreal Autologous Platelet Concentrate Injection as an Adjunct of Vitrectomy for the Treatment of Refractory Macular Holes,https://clinicaltrials.gov/study/NCT02081170,UNKNOWN,"Macular Hole With High Myopia (Spherical Equivalent ≤ -6.0 Diopters) or,|Large Size Macular Hole (Diameter > 600 Microns) or|Recurred or Failed Macular Hole From Previous Surgery|or Chronic Macular Hole (Symptom Duration > 6 Months)",PROCEDURE: Autologous platelet concentrate,"macular hole closure, 6 months",Samsung Medical Center,16,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2013-12
NCT02067013,Analysis of Aqueous and Vitreous Humor,https://clinicaltrials.gov/study/NCT02067013,UNKNOWN,Proliferative Diabetic Retinopathy|Macular Degeneration|Macular Hole|Neovascular Glaucoma,DRUG: Ranibizumab|OTHER: No Ranibizumab,"Cytokine Levels, Growth factor, cytokine, chemokine , and ranibizumab (if applicable) concentration in aqueous and vitreous samples collected during pars plana vitrectomy, Collected at Baseline",California Retina Consultants,45,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: BASIC_SCIENCE,2015-07
NCT06000111,Duration of Face Down Positioning for Full-Thickness Macular Hole Repair,https://clinicaltrials.gov/study/NCT06000111,RECRUITING,Macular Holes,BEHAVIORAL: 3 Days of face-down positioning|BEHAVIORAL: 7 Days of face-down positioning,"Recruitment Rate, This investigation's primary objective will be focused on assessing feasibility. One primary outcome will be to evaluate the recruitment rate of this study., The recruitment rate will be calculated during the recruitment period.|Retention Rate, This investigation's primary objective will be focused on assessing feasibility. One primary outcome will be to evaluate the retention rate of this study., The retention rate will be calculated at 3-months post-operatively.|Completion Rate, This investigation's primary objective will be focused on assessing feasibility. One primary outcome will be to evaluate the completion rate of this study., The completion rate will be calculated at 3-months post-operatively.|Recruitment Time, This investigation's primary objective will be focused on assessing feasibility. One primary outcome will be to evaluate the recruitment time for this study., The recruitment time will be calculated during the recruitment period.",St. Joseph's Healthcare Hamilton,40,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2023-11-21
NCT02423213,DISCOVER Study: Microscope-integrated Intraoperative OCT Study,https://clinicaltrials.gov/study/NCT02423213,RECRUITING,Retinal Diseases|Fuchs Endothelial Dystrophy|Macular Hole|Epiretinal Membrane|Retinal Detachment,,"To assess feasibility of microscope-integrated intraoperative OCT, Feasibility will be assessed as the percentage of cases where OCT images were successfully obtained with a microscope-integrated system, 3 years",The Cleveland Clinic,3000,OBSERVATIONAL,Observational Model: |Time Perspective: p,2014-01
