NCT Number,Study Title,Study URL,Study Status,Conditions,Interventions,Primary Outcome Measures,Sponsor,Enrollment,Study Type,Study Design,Start Date
NCT03511898,A Study to Evaluate the Safety of THR-149 in Subjects With Diabetic Macular Edema (DME),https://clinicaltrials.gov/study/NCT03511898,COMPLETED,Diabetes Mellitus|Diabetic Retinopathy|Diabetic Macular Edema,DRUG: THR-149 dose level 1|DRUG: THR-149 dose level 2|DRUG: THR-149 dose level 3,"Incidence of dose-limiting toxicities up to the Day 14 visit, up to Day 14",ThromboGenics,12,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2018-05-18
NCT00605280,"A Multi-Center Trial To Evaluate The Safety And Efficacy Of Pegaptanib Sodium(Macugen) Injected Into The Eye Every 6 Weeks For Up To 2 Years For Macular Swelling Associated With Diabetes, With An Open-Label Macugen Year Extension.",https://clinicaltrials.gov/study/NCT00605280,COMPLETED,Macular Edema Associated With Diabetes Mellitus,DRUG: Standard of Care|DRUG: Macugen,"Number of Participants With Greater Than or Equal to ≥10 Letter (or 2 Line) Improvement in Vision at 1 Year, Refraction and best-corrected visual acuity (VA) measurements were performed using retro-illuminated, modified Ferris-Bailey Early Treatment Diabetic Retinopathy Study (ETDRS) charts, Baseline, Year 1",Pfizer,317,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",2005-09
NCT01358396,Glycemic Control and Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT01358396,COMPLETED,Diabetic Macular Edema,OTHER: Respond to therapy for diabetic macular edema,"Visual Acuity, Correlate baseline HBA1c to the visual outcomes., 3 months",Cairo University,52,OBSERVATIONAL,Observational Model: |Time Perspective: p,2010-01
NCT06213896,Detecting Eye Diseases Via Hybrid Deep Learning Algorithms From Fundus Images,https://clinicaltrials.gov/study/NCT06213896,RECRUITING,Glaucoma|Age-Related Macular Degeneration|Retinal Vein Occlusion|Diabetic Retinopathy|Diabetic Macular Edema|Eye Diseases,DRUG: Mydriatic Agent|PROCEDURE: Color Fundus Photography|DEVICE: EyeCheckup v2.0,"To determine the accuracy of diagnosis with artificial intelligence algorithm, Comparison of the compatibility of the diagnosis of the artificial intelligence algorithm with the diagnoses of retina and glaucoma specialists, through study completion, an average of 1 year",URAL Telekomunikasyon San. Trade Inc.,1528,OBSERVATIONAL,Observational Model: |Time Perspective: p,2023-03-01
NCT03920878,Cataract DME - Peri vs. Intraop,https://clinicaltrials.gov/study/NCT03920878,WITHDRAWN,Diabetic Macular Edema|Cataract,DRUG: Aflibercept injected Pre- and Post-operatively|DRUG: Aflibercept injected intraoperatively,"Change in best-corrected visual acuity (BCVA), BCVA is a measurement of the best vision correction that can be achieved, such as glasses, as measured on the standard Snellen eye chart. For example, if uncorrected eyesight is 20/200, but patient can see 20/20 with glasses, the BCVA is 20/20., 1 month, 3 months and 6 months after cataract surgery",Emory University,0,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-05
NCT02556723,Intravitreal Injections of Ziv-aflibercept for Macular Diseases,https://clinicaltrials.gov/study/NCT02556723,COMPLETED,Diabetic Macular Edema|Age Related Macular Degeneration|Branch Retinal Vein Occlusion With Macular Edema|Central Retinal Vein Occlusion With Macular Edema,DRUG: Intravitreal injections of ziv-aflibercept,"Multifocal electroretinogram responses at Week 24 and 48, 24 and 48 weeks","Retina Clinic, Sao Paulo, Brazil",60,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2014-09
NCT06099184,Study of EYP-1901 in Patients With Diabetic Macular Edema (DME),https://clinicaltrials.gov/study/NCT06099184,NOT_YET_RECRUITING,Diabetic Macular Edema,"DRUG: EYP-1901|DRUG: Aflibercept 2Mg/0.05Ml Inj,Oph","Time to first supplemental aflibercept injection following EYP-1901 dose at Baseline vs Aflibercept, Week 24","EyePoint Pharmaceuticals, Inc.",25,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2024-01-15
NCT05759884,Efficacy Analysis of Anti-VEGF Drugs Combined With Micropulse Laser in the Treatment of Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT05759884,RECRUITING,Macular Edema Due to Type 2 Diabetes Mellitus,DRUG: Anti-VEGF|RADIATION: subthreshold micropulse laser,"central macular thickness (CMT), CMT, up to 6 months","Second Affiliated Hospital, School of Medicine, Zhejiang University",40,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2022-02-01
NCT01168258,Evaluation of Single Nucleotide Polymorphisms (SNPs) in Patients With and Without Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT01168258,TERMINATED,Diabetic Retinopathy|Diabetic Macular Edema,,Genotype frequency of SNP in the study genes of DME participants and control participants.,National Eye Institute (NEI),68,OBSERVATIONAL,Observational Model: |Time Perspective: p,2010-07-07
NCT03499223,A Study to Evaluate THR-317 and Ranibizumab Combination Treatment for Diabetic Macular Oedema (DME),https://clinicaltrials.gov/study/NCT03499223,COMPLETED,Diabetes Mellitus|Diabetic Retinopathy|Macular Edema,DRUG: Ranibizumab 0.5mg|DRUG: THR-317 8mg|DRUG: Sham injection,"Change from baseline in BCVA, At Day 84 (Month 3)",Oxurion,70,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2018-04-20
NCT05138029,Study on Precision Treatment of Diabetic Retinopathy Macular Edema Guided by Real-time OCT During Operation,https://clinicaltrials.gov/study/NCT05138029,RECRUITING,Diabetic Retinopathy,DRUG: Ranibizumab Injection [Lucentis]|PROCEDURE: Inner limiting membrane stripping|DRUG: Dexamethasone intravitreal implant,"Review the patient's vision before surgery, Optical Coherence Tomography (OCT) is currently the main examination method for measuring retinal thickness and evaluating DME morphology and fine structure. DME OCT examination has a variety of morphological manifestations and accompanying images, and various manifestations reflect different pathological basis., The day before the patient's surgery",Affiliated Hospital of Nantong University,60,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2021-11-15
NCT05802329,Phase I Study to Assess the Safety and Efficacy of OCU200 for Center-Involved Diabetic Macular Edema (DME),https://clinicaltrials.gov/study/NCT05802329,NOT_YET_RECRUITING,Center Involved Diabetic Macular Edema|Diabetic Macular Edema,DRUG: OCU200 Low Dose|DRUG: OCU200 Medium Dose|DRUG: OCU200 High Dose,"Study Drug-related adverse events (SDAE), Counts, frequencies and percentages of SDAEs., 20 weeks|treatment-emergent adverse events (TEAEs), Counts, frequencies and percentages TEAEs. TEAEs are defined as an event that was not present prior to administration of the dose of study drug and present after the dose, or if it represents the exacerbation of an event that was present prior to the dose., 20 weeks|serious adverse events (SAEs), Counts, frequencies and percentages of SAEs including Resulted in Death, Life-threatening, Hospitalization, Disabling/incapacitating, Congenital anomaly or birth defect and Medically significant AEs ( AE that did not meet any of the above criteria but could have jeopardized the subject and might have required medical or surgical intervention to prevent one of the outcomes listed above)., 20 weeks",Ocugen,28,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2023-04
NCT05464953,Suprachoroidal Triamcinolone Versus Posterior Subtenon Triamcinolone Alone or Formulated in the Management of Diabetic Macular Edema.,https://clinicaltrials.gov/study/NCT05464953,COMPLETED,Diabetic Macular Edema of Left Eye,DRUG: Triamcinolone Acetonide|DRUG: Formulated Triamcinolone,"BCVA, Best-corrected visual acuity, Base line|BCVA, Best-corrected visual acuity, at 1st month|BCVA, Best-corrected visual acuity, at 3rd month|BCVA, Best-corrected visual acuity, at 6th month|CMT, CENTRAL MACULAR THICKNESS, at baseline|CMT, CENTRAL MACULAR THICKNESS, at 1st month|CMT, CENTRAL MACULAR THICKNESS, at 3rd month|CMT, CENTRAL MACULAR THICKNESS, at 6th month",Al-Azhar University,75,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-01-20
NCT03481660,A Study of the Efficacy and Safety of Brolucizumab vs. Aflibercept in Patients With Visual Impairment Due to Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT03481660,COMPLETED,Diabetic Macular Edema,DRUG: Brolucizumab|DRUG: Aflibercept,"Mean Change From Baseline in Best-corrected Visual Acuity (BCVA) at Week 52 for the Study Eye, Best Corrected Visual Acuity (BCVA) was assessed during all study visits using best correction determined from protocol refraction at a starting test distance of 4 meters. VA measurements were taken in a sitting position using Early Treatment Diabetic Retinopathy Study (ETDRS)-like visual acuity testing charts. The overall BCVA score (number of letters read correctly by the patient) was calculated using the BCVA worksheet 0-100 letter score, with higher score indicating improvement in acuity. A positive change from baseline is a favorable outcome. BCVA assessments after start of alternative diabetic macular edema (DME) treatment in the study eye were censored and replaced by the last value prior to start of this alternative treatment., Baseline, Week 52",Novartis Pharmaceuticals,360,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2018-07-27
NCT05698329,Effect of AIV007 by Periocular Administration in Subjects With nAMD or DME,https://clinicaltrials.gov/study/NCT05698329,RECRUITING,Neovascular Age-related Macular Degeneration|Diabetic Macular Edema,DRUG: AIV007,"Adverse Events, Incidence of adverse events and serious adverse events, Approximately 168 days","AiViva BioPharma, Inc.",30,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2023-03-02
NCT04544553,Barriers to Eye Screening for People With Diabetes in India,https://clinicaltrials.gov/study/NCT04544553,COMPLETED,Diabetic Macular Edema,OTHER: SMS reminder|OTHER: No SMS reminder,"Attendance rates in patients with diabetic macular edema receiving short messaging services, To investigate the effect of SMS informational reminders on adherence with scheduled eye examinations among patients with center involving DME receiving intravitreal injections in a tertiary eye care institute in South India., 7 months",Lions Club International Foundation,200,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: SCREENING,2019-01-24
NCT01487629,Bevacizumab Versus Ranibizumab for the Treatment of Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT01487629,UNKNOWN,Diabetic Retinopathy|Macular Edema,DRUG: Bevacizumab|DRUG: Ranibizumab,"Central subfield macular thickness (CSFT) change, Central subfield macular thickness (CSFT) measured with spectral-domain optical coherence tomography (OCT), Monthly from baseline to Week 48",University of Sao Paulo,53,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2010-04
NCT05582577,Additional Effect of Subthreshold Micropulse Laser to Intravitreous Injection of Bevacizumab on Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT05582577,ACTIVE_NOT_RECRUITING,Diabetic Macular Edema,COMBINATION_PRODUCT: Intravitreal bevacizumab injection with subthreshold micropulse laser|DRUG: Intravitreal bevacizumab injection alone,"Change from baseline central macular thickness at 2 months, Change from baseline central macular thickness at 2 months using Optical Coherence Tomography, Change from baseline to 2 months|Change from 2 months central macular thickness at 3 months, Change from 2 months central macular thickness at 3 months using Optical Coherence Tomography, Change from 2 months to 3 months|Change from 3 months central macular thickness at 4 months, Change from 3 months central macular thickness at 4 months using Optical Coherence Tomography, Change from 3 months to 4 months|Change from 4 months central macular thickness at 6 months, Change from 4 months central macular thickness at 6 months using Optical Coherence Tomography, Change from 4 months to 6 months|Change from 6 months central macular thickness at 8 months, Change from 6 months central macular thickness at 8 months using Optical Coherence Tomography, Change from 6 months to 8 months|Change from 8 months central macular thickness at 10 months, Change from 8 months central macular thickness at 10 months using Optical Coherence Tomography, Change from 8 months to 10 months|Change from 10 months central macular thickness at 12 months, Change from 10 months central macular thickness at 12 months using Optical Coherence Tomography, Change from 10 months to 12 months",Shahid Beheshti University of Medical Sciences,30,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2022-10-15
NCT02262260,Compare Safety/Efficacy of Labeled vs Wait-Extend Regimen of Lucentis in Turkish Patients With VI Due to DME,https://clinicaltrials.gov/study/NCT02262260,COMPLETED,Diabetic Macular Edema,DRUG: Labeled regime arm|DRUG: Wait and Extend regime arm,"Mean Change in ""Best-corrected Visual Acuity"" at Month 12, Best-Corrected Visual Acuity (BCVA) letters was measured using Early Treatment Diabetic Retinopathy Study (ETDRS)-like chart while participants were in a sitting position at a testing distance of 4 meters. The range of ETDRS is 0 to 100 letters. A positive average change from baseline of BCVA indicates improvement, 12 months",Novartis Pharmaceuticals,87,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2014-12-12
NCT03927118,Effect of Dexamethasone Implant on Optic Disc,https://clinicaltrials.gov/study/NCT03927118,COMPLETED,Glaucoma and Ocular Hypertension|Diabetic Macular Edema|Intravenous Drug Usage|Optic Disk Disorders,PROCEDURE: intravitreal dexamethasone implant application,"Peripapillary RNFL thickness measurements, micrometer, six month",Bulent Ecevit University,43,OBSERVATIONAL,Observational Model: |Time Perspective: p,2018-02-01
NCT04186702,New Concepts in Diabetic Macular Edema (DME),https://clinicaltrials.gov/study/NCT04186702,COMPLETED,"Diabetes Mellitus, With Complications",PROCEDURE: INTRAVITREAL RANIBIZUMAB INJECTION,"visual acuity letter score, The visual acuity letter score at one-year, one-year follow up|central subfield thickness (CST), the mean CST observed at one-year, one-year follow up",Ain Shams University,150,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2014-09-10
NCT00167518,Intravitreal Triamcinolone for Clinically Significant Diabetic Macular Oedema That Persists After Laser Treatment (TDMO),https://clinicaltrials.gov/study/NCT00167518,COMPLETED,Diabetic Macular Oedema,DRUG: Triamcinolone acetate,"• Proportion of treated versus untreated eyes with improvement of visual acuity by 5 letters or more on the ETDRS chart at 24 months, no less than 3 months after the most recent treatment episode. An interim analysis of the primary and secondary outcome|• Incidence of moderate or severe adverse effects related to treatment",University of Sydney,70,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE|Primary Purpose: TREATMENT,2002-03
NCT03490318,Effectiveness of Multimodal Imaging for the Evaluation of Retinal Oedema And New vesseLs in Diabetic Retinopathy,https://clinicaltrials.gov/study/NCT03490318,COMPLETED,Proliferative Diabetic Retinopathy|Diabetic Macular Edema,,"Sensitivity of the new pathway (ophthalmic grader pathway) in detecting active DMO/PDR, using the standard care pathway as the reference standard., Sensitivity analysis, 30 months",Belfast Health and Social Care Trust,401,OBSERVATIONAL,Observational Model: |Time Perspective: p,2017-10-26
NCT04597918,A Study to Investigate Aqueous Humor and Multimodal Imaging Biomarkers in Treatment-Naïve Participants With Diabetic Macular Edema Treated With Faricimab,https://clinicaltrials.gov/study/NCT04597918,COMPLETED,Diabetic Macular Edema,DRUG: Faricimab,"Percentage of Participants With a ≥2-Step Improvement From Baseline on the Early Treatment Diabetic Retinopathy Study (ETDRS) Diabetic Retinopathy Severity Scale (DRSS) in the Study Eye at Week 24, The ETDRS DRSS score of each participant's study eye was assessed using ultra-wide field color fundus photography (UWF-CFP) taken by trained personnel at the study sites. Analysis of the fundus photographs was performed by the central reading center, and the percentage of participants with a ≥2-step improvement from baseline was summarized along with a two-sided 95% Clopper-Pearson exact confidence interval. Baseline was defined as the participant's last observation prior to initiation of study drug., Baseline and Week 24",Hoffmann-La Roche,99,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2020-11-25
NCT01422018,Effect of Intravitreal Bevacizumab on Focal Edema With Hard Exudates Secondary to Diabetic Retinopathy,https://clinicaltrials.gov/study/NCT01422018,UNKNOWN,Diabetes Complications,DRUG: Avastin (bevacizumab),"Changes in best-corrected visual acuity (BCVA), ETDRS BCVA will be measured after 6 6 serial IVB., from month 0 to month 6 in monthly schedule (upto 6 months)",Seoul St. Mary's Hospital,10,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2011-08
NCT02530918,Study of DS-7080a for the Treatment of Macular Degeneration,https://clinicaltrials.gov/study/NCT02530918,COMPLETED,Neovascular Age-Related Macular Degeneration|Diabetic Macular Edema,DRUG: DS-7080a|DRUG: Ranibizumab,"Number of participants experiencing any treatment-emergent adverse event (TEAE), Treatment-emergent AEs (TEAEs) are defined as those adverse events (AEs) that were new or got worse between the start of study treatment and the end of the follow-up period., 16 weeks|Best Corrected Visual Acuity (BCVA) score, Visual acuity of both eyes will be assessed at all study visits using the Early Treatment Diabetic Retinopathy Study (ETDRS) letter score. The patient starts are the top of the chart and begins to read down the chart. The patient reads down the chart until he or she reaches a row where a minimum of three letters on a line cannot be read. The patient is scored by how many letters could be correctly identified. Added to the score for the last row where the participant could read all five letters correctly are scores for each additional letter that could be read correctly in the next row. This is the BCVA score. A higher score means better visual acuity (sharpness of vision)., 12 weeks","Daiichi Sankyo, Inc.",56,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2015-07
NCT00229918,PST/Laser v. Laser Alone for CSME,https://clinicaltrials.gov/study/NCT00229918,UNKNOWN,Diabetic Retinopathy,DRUG: triamcinolone acetonide,Vision loss|Vision gain|Central macular thickness,Edward Hines Jr. VA Hospital,60,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE|Primary Purpose: TREATMENT,2005-09
NCT01253694,Ranibizumab as a Rescue Therapy for Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT01253694,WITHDRAWN,Diabetic Macular Edema,DRUG: injection of 0.5 mg of Intravitreal Ranibizumab,"Proportion of subjects with resolution of diabetic macular edema compared to baseline as determined by mean foveal thickness on Spectralis < 300 microns., 6 months",New England Retina Associates,0,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2011-03
NCT03783832,Follow up of Diabetic Macular Edema Treated by Aflibercept (Eylea®) With OCT-Angiography,https://clinicaltrials.gov/study/NCT03783832,UNKNOWN,Diabetic Macular Edema,OTHER: OCT ANGIOGRAPHY DATA,"Quantitative data from OCT angiography, The macular perfusion measurement with Foveal Avascular Zone assessment (area in mm2, boundary in mm, circularity in %) measured by OCT angiography, 1 Year|Quantitative data from OCT angiography, The perfusion density assessment (%) measured by OCT angiography, 1 Year|Quantitative data from OCT angiography, The vascular density assessment (%) measured by OCT angiography, 1 Year",Aquitania Opthalmologica,48,OBSERVATIONAL,Observational Model: |Time Perspective: p,2018-06-19
NCT01571232,Ozurdex for Treatment of Recalcitrant Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT01571232,COMPLETED,Diabetic Macular Edema|Non-proliferative Diabetic Retinopathy|Proliferative Diabetic Retinopathy,DRUG: dexamethasone intravitreal implant|DRUG: intravitreal bevacizumab,"The Change in Visual Acuity (Number of ETDRS Letters)., The measure the change in ETDRS letters for each treatment group from baseline to 6 months., 6 months|The Change in Central Foveal Thickness (Microns on High Resolution OCT)., The measure the change in central foveal thickness for each treatment group from baseline to 6 months., 6 months",Retina Macula Institute,20,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2012-04
NCT02429232,A One-year Randomized Controlled Trial Evaluating the Impact of Pioglitazone Versus Linagliptin on Bone Turnover Markers,https://clinicaltrials.gov/study/NCT02429232,UNKNOWN,Osteoporosis|Diabetes Mellitus,DRUG: Pioglitazone|DRUG: Linagliptin,"Change from baseline in bone turnover markers, The primary objective is to assess the effect of TZD on skeleton as measured bone turnover markers over the 12 months treatment period., Screen, Week 24, 48",National Taiwan University Hospital,160,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2015-10
NCT05063734,A Study to Evaluate THR-687 Treatment for Diabetic Macular Oedema.,https://clinicaltrials.gov/study/NCT05063734,TERMINATED,Diabetes Mellitus|Diabetic Retinopathy|Diabetic Macular Edema,DRUG: THR-687 dose level 1|DRUG: THR-687 dose level 2|DRUG: THR-687 selected dose level|DRUG: Aflibercept,"Change From Baseline in BCVA ETDRS Letter Score, at Month 3, in Treatment-naïve Subjects in Part B of the Study, At Month 3",Oxurion,16,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2021-08-27
NCT02645734,The Effect of Bevacizumab and Ziv-aflibercept in Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT02645734,UNKNOWN,Diabetic Macular Edema,DRUG: bevacizumab|DRUG: ziv-aflibercept 1.25 mg|DRUG: ziv-aflibercept 2.5mg,"visual acuity, until 6 month",Shahid Beheshti University of Medical Sciences,133,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",
NCT04805541,Assessment of EyeCheckup as an Automated Diabetic Retinopathy Screening Tool,https://clinicaltrials.gov/study/NCT04805541,RECRUITING,Diabetic Retinopathy|Diabetic Eye Problems|Diabetic Macular Edema,PROCEDURE: Color fundus photography|DRUG: Mydriatic Agent|DEVICE: Diabetic retinopathy screening,"Number of subject eyes whose EyeCheckup results match the reading center grading for identifying referable diabetic eye disease (moderate NPDR or higher on the ICDR scale or surrogate markers for CSME)., The performance of EyeCheckup will be evaluated using sensitivity and specificity measures., 1 visit (1 day)|Number of subject eyes whose EyeCheckup results match the reading center grading for identifying vision threatening diabetic eye disease (severe NPDR or PDR or surrogate markers for CSME)., The performance of EyeCheckup will be evaluated using sensitivity and specificity measures., 1 visit (1 day)",URAL Telekomunikasyon San. Trade Inc.,900,OBSERVATIONAL,Observational Model: |Time Perspective: p,2022-02-01
NCT00502541,Efficacy of Fluocinolone Acetonide Intravitreal Implant in Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT00502541,COMPLETED,Diabetic Macular Edema,DRUG: fluocinolone acetonide|PROCEDURE: Standard of Care,"A change from baseline in visual acuity using ETDRS charts • Humphrey Visual Field Mean Defect (24-2) • Masked reading of the size of the area of retinal thickening on color photographs and OCT, where available, and of severity of fluorescein leakage, at 26 weeks and yearly through completion of the study",Bausch & Lomb Incorporated,196,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2001-09
NCT04254536,Changes in Optical Coherence Tomography Leakage Mapping in Diabetic Macular Edema After Conbercept Treatment,https://clinicaltrials.gov/study/NCT04254536,UNKNOWN,Diabetic Macular Edema,,"central retinal thickness（CRT）, CRT will be measured by OCT software and the changes before treatment, 1 week after treatment and 1 month after treatment will be compared, 2020-12|best corrected visual acurity(BCVA), Compare the changes of BCVA before treatment, 1 week after treatment and 1 month after treatment, 2020-12|low optical ratio(LOR), The image will be processed by OCT leakage mapping software, and the changes of LOR will compared before treatment, 1 week after treatment and 1 month after treatment, 2020-12",Renmin Hospital of Wuhan University,35,OBSERVATIONAL,Observational Model: |Time Perspective: p,2020-02-01
NCT02299336,Long-Term Efficacy & Safety of Aflibercept IVT for the Treatment of DME in Subjects Who Completed the VISTA-DME Trial,https://clinicaltrials.gov/study/NCT02299336,COMPLETED,Diabetic Macular Edema,DRUG: Aflibercept|PROCEDURE: Focal Laser,"Mean Number of Intravitreal Aflibercept Injections for Subjects Who Were Enrolled and Completed the 3-year VISTA DME (VGFT-OD-1009) Trial, Measured by evaluating mean number of injections required for subjects who were enrolled and completed the 3-year VISTA DME (VGFT-OD-1009) trial, Week 104",Greater Houston Retina Research,60,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2014-11-24
NCT00336323,A Phase 2 Evaluation of Anti-VEGF Therapy for Diabetic Macular Edema: Bevacizumab (Avastin),https://clinicaltrials.gov/study/NCT00336323,COMPLETED,Diabetic Retinopathy,PROCEDURE: Laser Photocoagulation|DRUG: Bevacizumab|DRUG: Bevacizumab|DRUG: Bevacizumab|DRUG: Bevacizumab,"Change in Central Subfield Retinal Thickness From Baseline Over All Study Visits, Change in central subfield retinal thickness from baseline measured on Optical Coherence Tomography (OCT). OCT images were obtained at each visit following pupil dilation by a certified operator using the OCT3 machine (Carl Zeiss Meditec Inc., Dublin, CA). Scans were 6 mm length and included the 6 radial line pattern for quantitative measures and the cross hair pattern (6-12 to 9-3 o'clock) for qualitative assessment of retinal morphology. The OCT scans were sent to the DRCR.net Reading Center for grading. Negative changes represent a decrease in retinal thickening., Baseline to 3,6,9, and 12 weeks|Percentage of Participants With <250 Microns or ≥ 50% Reduction in Retinal Thickening From Baseline Over All Study Visits, Central subfield retinal thickness measured on Optical Coherence Tomography (OCT). OCT images were obtained at each visit following pupil dilation by a certified operator using the OCT3 machine (Carl Zeiss Meditec Inc., Dublin, CA). Scans were 6 mm length and included the 6 radial line pattern for quantitative measures and the cross hair pattern (6-12 to 9-3 o'clock) for qualitative assessment of retinal morphology. The OCT scans were sent to the DRCR.net Reading Center for grading., Baseline to 3,6,9, and 12 Weeks",Jaeb Center for Health Research,121,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2006-06
NCT00231023,Triamcinolone Acetonide Injections to Treat Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT00231023,COMPLETED,Diabetic Retinopathy,DRUG: Peribulbar Triamcinolone Acetonide,,National Eye Institute (NEI),10,INTERVENTIONAL,Allocation: |Intervention Model: |Masking: |Primary Purpose: TREATMENT,2005-09
NCT04516278,A 3-month Study to Assess the Safety of ONS-5010 in Subjects With Visual Impairment Due to Retinal Disorders,https://clinicaltrials.gov/study/NCT04516278,COMPLETED,Age-related Macular Degeneration|Neovascular Age-related Macular Degeneration|Wet Macular Degeneration|BRVO - Branch Retinal Vein Occlusion|Diabetic Macular Edema,BIOLOGICAL: bevacizumab,"Frequency and incidence of treatment-emergent adverse events, 3 months","Outlook Therapeutics, Inc.",195,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2020-10-01
NCT03533478,Alzer® and Diamel® to Prevent Severe Diabetes Macular Edema,https://clinicaltrials.gov/study/NCT03533478,COMPLETED,Diabetic Macular Edema,DIETARY_SUPPLEMENT: Oral treatment Alzer y Diamel|DIETARY_SUPPLEMENT: Placebo,"Macular retinal thickness, macular retinal measure, 1 year",Catalysis SL,64,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: PREVENTION",2015-03-01
