NCT Number,Study Title,Study URL,Study Status,Conditions,Interventions,Primary Outcome Measures,Sponsor,Enrollment,Study Type,Study Design,Start Date
NCT01316198,Effects of Xanthophylls on Optical Density,https://clinicaltrials.gov/study/NCT01316198,COMPLETED,Age-Related Macular Degeneration,DIETARY_SUPPLEMENT: Verum|DIETARY_SUPPLEMENT: Placebo,"Optical density of macular pigment in AMD patients, 10 weeks",University of Jena,20,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2010-06
NCT03675880,TAB014(Drug Code) in Wet( Neovascular)Age-related Macular Degeneration(AMD) Subjects,https://clinicaltrials.gov/study/NCT03675880,UNKNOWN,AMD,DRUG: TAB014,"Toxicity associated with TAB014 treatment (possibly, probably, or definitively) occurs within 28 days after a single dose of TAB014., Describe the impairment of vision by examination., Within 12 weeks after administration",Lee's Pharmaceutical Limited,24,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2018-06-15
NCT00395057,A Study Using Intravitreal Injections of a Small Interfering RNA in Patients With Age-Related Macular Degeneration,https://clinicaltrials.gov/study/NCT00395057,TERMINATED,Choroid Neovascularization|Age-Related Macular Degeneration,DRUG: AGN 211745|DRUG: AGN 211745|DRUG: AGN 211745|DRUG: Ranibizumab 500µg,"Percentage of Patients With Improvement in Best Corrected Visual Acuity (BCVA) of 15 or More Letters at Month 3, Percentage of patients with improvement in BCVA of 15 or more letters at Month 3. BCVA is measured using an eye chart and is reported as the number of letters read correctly (ranging from 0 to 100 letters). The lower the number of letters read correctly on the eye chart, the worse the vision (or visual acuity). An increase in the number of letters read correctly means that vision has improved., Month 3",Allergan,138,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2007-01
NCT05643157,Cellular Scale Measures of Short-Term Retinal Atrophy Progression,https://clinicaltrials.gov/study/NCT05643157,RECRUITING,"Pentosan Polysulfate Sodium Maculopathy|Pigmentary Maculopathy|Toxic Maculopathy|Pigmentary Retinopathy|Interstitial Cystitis, Chronic",DEVICE: Adaptive optics imaging,"The primary outcome of this study is to develop new biomarkers of retinal atrophy progression due to pentosan polysulfate sodium toxicity., 2 years",Indiana University,10,OBSERVATIONAL,Observational Model: |Time Perspective: p,2022-11-01
NCT02102880,The Role of Complement Factor H Polymorphism in the Regulation of Choroidal Vascular Tone in Young Healthy Subjects,https://clinicaltrials.gov/study/NCT02102880,RECRUITING,Age-Related Macular Degeneration,GENETIC: the polymerase chain reaction (PCR),"Choroidal blood flow during isometric exercise (LDF), 1 day",Medical University of Vienna,220,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: OTHER,2015-03
NCT00531024,Systemic Avastin Therapy in Age-Related Macular Degeneration,https://clinicaltrials.gov/study/NCT00531024,COMPLETED,Macular Degeneration,DRUG: Bevacizumab|DRUG: Sodium Chloride,"Lesion size, 6 months",The Ludwig Boltzmann Institute of Retinology and Biomicroscopic Laser Surgery,30,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2005-08
NCT02868424,Treatment of Age-related Macular Degeneration by Fetal Retinal Pigment Epithelial Cells Transplantation,https://clinicaltrials.gov/study/NCT02868424,UNKNOWN,Age Related Macular Degeneration|Macular Degeneration|AMD,DRUG: fRPE cells,"Number of subjects with adverse events, Descriptive analysis of frequency and types of adverse events experienced by each subject during the study period., Two years following transplantation",The First Affiliated Hospital with Nanjing Medical University,6,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2016-02-13
NCT03384524,"Evaluation of Bromocriptine, Metoprolol and Tamsulosin in Eyes With Non-Central DME",https://clinicaltrials.gov/study/NCT03384524,WITHDRAWN,Diabetic Macular Edema,DRUG: Bromocriptine 2.5 MG|DRUG: Metoprolol 25 MG|DRUG: Tamsulosin 0.4 MG|OTHER: Placebo,"Change in retinal volume, Effects of bromocriptine/metoprolol/tamsulosin combination therapy on macular retinal volume compared with placebo in eyes with non-central diabetic macular edema (DME), 14 months","Andrew Moshfeghi, MD, MBA",0,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2018-03
NCT03752840,Village-Integrated Eye Worker Trial II,https://clinicaltrials.gov/study/NCT03752840,RECRUITING,Age-related Macular Degeneration|Diabetic Retinopathy|Glaucoma,OTHER: Visual acuity (presenting and pinhole)|OTHER: Optical coherence tomography (OCT)|OTHER: Intraocular pressure|OTHER: Active linkage to care,"Pinhole visual acuity (logMAR) in people aged 60 years and older, Visual acuity will be assessed using the Peek Acuity mobile application during the final census., 4 years","University of California, San Francisco",60000,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: SCREENING,2019-04-21
NCT00640640,The Effects of Bevacizumab and Ranibizumab on Ocular Pulse Amplitude in Neovascular Age Related Macular Degeneration (AMD),https://clinicaltrials.gov/study/NCT00640640,UNKNOWN,Neovascular Age Related Macular Degeneration,DEVICE: Pascal Dynamic Contour Tonometer|DRUG: Ranibizumab|DRUG: Bevacizumab,"Ocular pulse pressure (OPA)a week and month after intravitreal bevacizumab/ranibizumab, as compare to baseline OPA, just prior to treatment, One month for each patient",Sheba Medical Center,60,INTERVENTIONAL,"Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: ",2007-08
NCT01790958,Microcurrent Stimulation to Treat Macular Degeneration,https://clinicaltrials.gov/study/NCT01790958,COMPLETED,Retinal Diseases|Stargardt's Disease|Retinitis Pigmentosa,,"Measure visual acuity after receiving microcurrent stimulation treatments., 6 months",Retina Institute of Hawaii,50,OBSERVATIONAL,Observational Model: |Time Perspective: p,2012-06
NCT03509623,Blood Coagulation Parameters in Patients Receiving Intravitreal Aflibercept for Age-related Macular Degeneration,https://clinicaltrials.gov/study/NCT03509623,COMPLETED,Neovascular Age-related Macular Degeneration,DIAGNOSTIC_TEST: Blood sampling through direct peripheral venous puncture,"Change in Platelet count, Peripheral blood sample analysis, Samples will be received before the first intravitreal injection, at 7 and at 30 days after aflibercept administration|Change in Plasma fibrinogen levels, Peripheral blood sample analysis, Samples will be received before the first intravitreal injection, at 7 and 30 days after aflibercept administration|Change in Plasma D-dimer levels, Peripheral blood sample analysis, Samples will be received before the first intravitreal injection, at 7 and at 30 days after aflibercept administration|Change in Activated partial thromboplastin time (aPTT), Peripheral blood sample analysis, Samples will be received before the first intravitreal injection, at 7 and at 30 days after aflibercept administration|Change in Prothrombin time (PT), Peripheral blood sample analysis, Samples will be received before the first intravitreal injection, at 7 and at 30 days after aflibercept administration|Change in International normalized ratio (INR), Peripheral blood sample analysis, Samples will be received before the first intravitreal injection,at 7 and at 30 days after aflibercept administration|Change in Protein S levels, Peripheral blood sample analysis, Samples will be received before the first intravitreal injection, at 7 and at 30 days after aflibercept administration|Change in Protein C levels, Peripheral blood sample analysis, Samples will be received before the first intravitreal injection, at 7 and at 30 days after aflibercept administration",University Hospital of Patras,47,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: SCREENING,2017-08-02
NCT03214484,The Evolution of Visual Acuity Measured by Electronic Tablet / Computer of Exudative AMD Patients,https://clinicaltrials.gov/study/NCT03214484,UNKNOWN,Macular Degeneration Exudative Eye Bilateral,OTHER: By comparing the evolution of the visual acuity curves.|OTHER: By comparing the evolution of the curves.,"Visual acuity, Visual acuity will be evaluated by Electronic Tablet (TE) and Early Treatment of Diabetic Retinopathy Study (ETDRS scale) for the first group of patients, and by computer (O) and ETDRS for the second group of patients., Day 0|Visual acuity, Visual acuity will be evaluated by Electronic Tablet (TE) and Early Treatment of Diabetic Retinopathy Study (ETDRS scale) for the first group of patients, and by computer (O) and ETDRS for the second group of patients., Month 1|Visual acuity, Visual acuity will be evaluated by Electronic Tablet (TE) and Early Treatment of Diabetic Retinopathy Study (ETDRS scale) for the first group of patients, and by computer (O) and ETDRS for the second group of patients., Month 2|Visual acuity, Visual acuity will be evaluated by Electronic Tablet (TE) and Early Treatment of Diabetic Retinopathy Study (ETDRS scale) for the first group of patients, and by computer (O) and ETDRS for the second group of patients., Month 3|Visual acuity, Visual acuity will be evaluated by Electronic Tablet (TE) and Early Treatment of Diabetic Retinopathy Study (ETDRS scale) for the first group of patients, and by computer (O) and ETDRS for the second group of patients., Month 4|Visual acuity, Visual acuity will be evaluated by Electronic Tablet (TE) and Early Treatment of Diabetic Retinopathy Study (ETDRS scale) for the first group of patients, and by computer (O) and ETDRS for the second group of patients., Month 5","Hospital St. Joseph, Marseille, France",80,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: PREVENTION,2017-06-02
NCT02684084,Combination OZURDEX® & LUCENTIS® vs. OZURDEX® Monotherapy in Incomplete-Responders With Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT02684084,TERMINATED,Diabetic Macular Edema,DRUG: Ozurdex|DRUG: Lucentis,"Comparison of mean change from baseline ETDRS BCVA letters, Carried out using Area Under the Curve (AUC) analysis, From randomization (0) to 24+/- 1 weeks",North Toronto Eye Care Laser and Eye Specialists,5,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2015-11
NCT04292080,"Long-Term Analysis of DImethyl Fumarate, to Slow the Growth of Areas of Geographic Atrophy",https://clinicaltrials.gov/study/NCT04292080,RECRUITING,Age-related Macular Degeneration (AMD),DRUG: Dimethyl Fumarate (TECFIDERA™)|OTHER: No active : no treatment,"Change From Baseline to Month 12 in total area of GA Lesion(s) in the study eye (in mm2) as Measured by Fundus Autofluorescence (FAF), 12 Months",Assistance Publique - Hôpitaux de Paris,60,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2022-02-07
NCT05182580,Bangladesh PRODUCTIVity in Eyecare Trial,https://clinicaltrials.gov/study/NCT05182580,RECRUITING,Diabetic Retinopathy|Diabetic Macular Edema,DIAGNOSTIC_TEST: Results utilized from autonomous AI diagnostic system for diabetic retinopathy and/or diabetic macular edema,"Number of examined participants with diabetes per retina specialist working hour, Number of examined participants with diabetes per retina specialist working hour. Numerator is the number of examined participants (including persons evaluated by autonomous AI on Intervention Days who are determined not to need to see the retina specialist). The denominator is retina specialist working time in hours., summed weekly from baseline through study completion, 1 year|Number of examined retina participants per retina specialist working hour, Number of examined retina participants per retina specialist working hour. Numerator is the number of examined participants (including persons evaluated by autonomous AI on Intervention Days who are determined not to need to see the retina specialist). The denominator is retina specialist working time in hours., summed weekly from baseline through study completion, 1 year",Orbis,924,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, CARE_PROVIDER)|Primary Purpose: DIAGNOSTIC",2022-03-20
NCT00682240,Morphological and Functional Retinal Changes Following Retinal Photocoagulation,https://clinicaltrials.gov/study/NCT00682240,COMPLETED,Proliferative Diabetic Retinopathy|Macular Edema,PROCEDURE: laser treatment with PASCAL®|PROCEDURE: laser treatment with PASCAL®|PROCEDURE: laser treatment with PASCAL®|PROCEDURE: laser treatment with conventional laser system,"Retinal morphological changes with time secondary to laser treatment as assessed with optical coherence tomography (OCT)., 2007-2014",Medical University of Vienna,64,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: NONE|Primary Purpose: ",2007-10
NCT03211741,Longterm Efficiency and Safety of Intravitreal Injections With Bevacizumab in Patients With Neovascularisation or Macular Edema,https://clinicaltrials.gov/study/NCT03211741,RECRUITING,Retinal Neovascularization|Macular Edema,DRUG: Bevacizumab Injection [Avastin],"Best Corrected Visual Acuity, will be performed with a 1, 3 or 6 month interval (or more frequent) as long as there are signs of disease activity, every visit, up to ten years|Slit lamp examination, will be performed with a 1, 3 or 6 month interval (or more frequent) as long as there are signs of disease activity, every visit, up to ten years|Dilated Fundoscopy, will be performed with a 1, 3 or 6 month interval (or more frequent) as long as there are signs of disease activity, every visit, up to ten years|Central Retinal Thickness, central retinal thickness as measured with the ocular coherence tomography, annually, up to ten years|Fluorescein Angiography and Ocular Coherence Tomography, fluorescein angiography and ocular coherence tomography. The necessity of these investigations is determined by the degree of activity and as deemed necessary by the investigator., annually, up to ten years","University Hospital, Ghent",500,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2013-11-22
NCT05251636,Adjunct Episcleral Brachytherapy for PCV,https://clinicaltrials.gov/study/NCT05251636,NOT_YET_RECRUITING,Age-Related Macular Degeneration|Polypoid Choroidal Vasculopathy,RADIATION: Episcleral Brachytherapy|DRUG: Aflibercept Injection,"Best Corrected Visual Acuity (BCVA), 12 months","Salutaris Medical Devices, Inc.",159,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2025-03
NCT03892434,Bevacizumab Versus DEX Implant Followed by Bevacizumab in ME Secondary to BRVO,https://clinicaltrials.gov/study/NCT03892434,UNKNOWN,Branch Retinal Vein Occlusion With Macular Edema,DRUG: Intravitreal bevacizumab and dexamethasone implant Injection|DEVICE: Intravitreal dexamethasone implant,"Mean change of best corrected visual acuity, The mean change of best corrected visual acuity from baseline to Week 24 in Snellen visual acuity, From baseline to Week 24",Yeungnam University College of Medicine,40,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2019-03-18
NCT02556424,Efficacy and Tolerance Comparison Between Subconjunctival Injection of Triamcinolone and Intravitreal Implant of Dexamethasone for the Treatment of Inflammatory Macular Edema,https://clinicaltrials.gov/study/NCT02556424,COMPLETED,Inflammatory Macular Edema,DRUG: Dexamethasone|DRUG: Triamcinolone,"Evaluation of the effectiveness of a subconjunctival injection of triamcinolone on reducing the central macular thickness versus an intravitreal implant of dexamethasone between patient selection and 2 months after treatment, Difference of the central macular thickness in the treated eye, measured by Optical Coherence Tomography (OCT) spectral domain, for each patient between patient selection and 2 months after treatment, At 2 months after treatment",Nantes University Hospital,114,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2016-01
NCT05611424,Gene Therapy for Wet AMD,https://clinicaltrials.gov/study/NCT05611424,NOT_YET_RECRUITING,Neovascular Age-related Macular Degeneration,GENETIC: FT-003,"Safety and tolerability after FT-003 injection, Incidence and severity of AE (Common Terminology Criteria for Adverse Events 5.0), At Week 52",Frontera Therapeutics,18,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2023-05-01
NCT01363440,Study of Intravitreal Aflibercept Injection (IAI; EYLEA®; BAY86-5321) in Patients With Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT01363440,COMPLETED,Diabetic Macular Edema,DRUG: Intravitreal Aflibercept Injection (IAI; EYLEA®; BAY86-5321)|PROCEDURE: Macular Laser Photocoagulation,"Change From Baseline in Best Corrected Visual Acuity (BCVA) as Measured by Early Treatment Diabetic Retinopathy Study (ETDRS) Letter Score at Week 52 - Last Observation Carried Forward (LOCF), Visual function of the study eye was assessed using the ETDRS protocol. Participants with a BCVA ETDRS letter score of 73 to 24 (= Acuity of 20/40 to 20/320) in the study eye were included; a higher score represents better functioning., Baseline and Week 52",Regeneron Pharmaceuticals,466,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2011-05
NCT01256580,Intravitreal Bevacizumab vs.Combination Therapy for CNV Due to Other Than AMD,https://clinicaltrials.gov/study/NCT01256580,WITHDRAWN,"Choroidal Neovascularization|Myopia|Punctate Inner Choroidopathy (PIC)|Multifocal Choroiditis|Ocular Histoplasmosis Syndrome|Central Serous Chorioretinopathy (CSC)|Angioid Streaks|Trauma, or Hereditary Eye Diseases","DRUG: Bevacizumab (Avastin; Genentech, Inc.)|DRUG: Bevacizumab, Dexamethasone, Verteporfin Photodynamic Therapy","Mean number of treatments per group, 12 months",Massachusetts Eye and Ear Infirmary,0,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2010-08
NCT04685824,Visual Telerehabilitation in AMD Patients,https://clinicaltrials.gov/study/NCT04685824,TERMINATED,Macular Degeneration,DEVICE: Biofeedback Training|DEVICE: Immersive Virtual-Reality,"Feasibility of home-based IVR audiovisual stimulation, Feasibility objectives for our pilot study to be considered successful:

1. Number of patients completing the stimulation protocol: ≥ 13 out of 16 patients (81%) per group.
2. Number of IVR sessions performed by the patients to consider the stimulation protocol complete: ≥ 13 sessions out of 16 (81%).
3. Number of consecutive virtual-reality induced symptoms and effects (VRISE) scores \< 25: ≤ 3 per patient during the treatment period.
4. Number of patient drop-outs due to cybersickness (discomfort symptoms experienced in VR): ≤ 3 (19%) during the treatment period.
5. Number of randomized patients per week: ≥ 3 patients., 18 months",Michael Reber,16,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (CARE_PROVIDER, OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE",2021-09-15
NCT04714424,Comparing Vision Tests in a Virtual Reality Headset to Existing Analogues,https://clinicaltrials.gov/study/NCT04714424,RECRUITING,Ptosis|Macular Degeneration|Ametropia,DEVICE: Virtual Reality Headset,"Vision Field Perimetry, Vision field perimetry will me measured using Humphrey Vision Field Analyzer and a VR equivalent software., Day 1|Acuity, Acuity will be measured using Tumbling E and LogMAR tests and a VR version of those tests., Day 1|Contrast, Contrast sensitivity will be measured using the Pelli-Robson test and a VR version of the test., Day 1|Color vision, Color vision will be measured by Ishihara plates and a VR version of the test., Day 1",Icahn School of Medicine at Mount Sinai,1000,OBSERVATIONAL,Observational Model: |Time Perspective: p,2019-11-13
NCT00797524,Function and Structure Imaging in Different Retinal Diseases: Retinal Leakage Analyzer Versus Optical Coherence Tomography,https://clinicaltrials.gov/study/NCT00797524,COMPLETED,Diabetic Retinopathy|Age-Related Macular Degeneration|Macular Edema,,"Retinal leakage and retinal thickness., After the visit",Association for Innovation and Biomedical Research on Light and Image,35,OBSERVATIONAL,Observational Model: |Time Perspective: p,2008-11
NCT00043680,Celecoxib to Treat Macular Degeneration in Patients Receiving Photodynamic Therapy,https://clinicaltrials.gov/study/NCT00043680,COMPLETED,Macular Degeneration,DRUG: Celecoxib,,National Eye Institute (NEI),60,INTERVENTIONAL,Allocation: |Intervention Model: |Masking: |Primary Purpose: TREATMENT,2002-08
NCT03349801,Development of Novel Clinical Endpoints in Intermediate AMD,https://clinicaltrials.gov/study/NCT03349801,ACTIVE_NOT_RECRUITING,Age Related Macular Degeneration (AMD),OTHER: No intervention,"Mean change from baseline in best corrected visual acuity (BCVA) using an early treatment diabetic retinopathy study (ETDRS) chart, standard parameter, tested for comparison (reference variable), 3 years from baseline|Mean change from baseline in scotopic and mesopic microperimetry sensitivity, 3 years from baseline|Mean change from baseline in low luminance visual acuity (LLVA), 3 years from baseline|Mean change from baseline in vanishing optotypes visual acuity (VA), 3 years from baseline|Mean change from baseline in low luminance deficit (LLD), LLD = BCVA-LLVA, 3 years from baseline|Mean change from baseline in absolute rod threshold of the dark adaptation test, 3 years from baseline|Mean change from baseline in rod intercept time of the dark adaptation test, 3 years from baseline|Proportion of subjects with progression in dark adaptation deficit beyond coefficient of repeatability structural, 3 years from baseline|Mean change from baseline in the cube root of drusen volume by spectral-domain optical coherence tomography (SD-OCT), 3 years from baseline|Mean change from baseline in retinal thickness by spectral-domain optical coherence tomography (SD-OCT), 3 years from baseline|Focal pigmentary changes captured by colour fundus photography (CFP), 3 years from baseline|Presence of refractile deposits, 3 years from baseline|Presence of intraretinal cystoid spaces, 3 years from baseline|Presence of localized retinal pigment epithelium (RPE) hypertransmission, 3 years from baseline|Presence of localized disruption of ellipsoid zone, 3 years from baseline|Presence of localized subsidence of the outer plexiform layer and the inner nuclear layer, 3 years from baseline|Presence of hyporeflective wedge-shaped bands, 3 years from baseline|Presence of reticular drusen/subretinal drusenoid deposits and associated local changes as determined by multimodal imaging, 3 years from baseline|Changes in localized fundus autofluorescence signal alterations, 3 years from baseline|Proportion of subjects with reduction in drusen volume, 3 years from baseline|Proportion of subjects with study eye that progressed to geogrphic atrophy (GA) and/or neovascular age-related macular degeneration (nAMD), 3 years from baseline|Proportion of subjects with conversions to late AMD detected with fluorescein angiography (FA) that could be detected with OCT-A (at equipped sites), 3 years from baseline|Presence of quiescent choroidal neovascularisation (CNV) as assessed by optical coherence tomography angiography (OCT-A) (at equipped sites), 3 years from baseline|OCT-A findings (at equipped sites), 3 years from baseline|Mean change from baseline in patient-reported low luminance visual functioning, as measured by the vision impairment in low luminance (VILL) questionnaire, including the domains of reading & accessing information, 3 years from baseline|Mean change from baseline in patient-reported low luminance visual functioning, as measured by the VILL questionnaire, including the domains of Orientation & mobility (incl. driving), 3 years from baseline|Mean change from baseline in patient-reported low luminance visual functioning, as measured by the VILL questionnaire, including the domains of safety, 3 years from baseline|Mean change from baseline in patient-reported low luminance visual functioning, as measured by the VILL questionnaire, including the domains of socio-emotional well-being, 3 years from baseline|Change in utility index from baseline as measure by the patient-reported outcome measure (PROM) utility index, 3 years from baseline|Mean change from baseline in patient-reported health status and utility using the EQ-5D-5L questionnaire (EuroQol Group), 3 years from baseline",Frank G. Holz,718,OBSERVATIONAL,Observational Model: |Time Perspective: p,2018-03-26
NCT01410201,Dexamethasone Intravitreal Implant After Vitrectomy For Epiretinal Membrane,https://clinicaltrials.gov/study/NCT01410201,TERMINATED,Epiretinal Membrane|Macular Edema,DRUG: Dexamethasone Intravitreal Implant,"Changes in best corrected visual acuity, At all study visits:

ETDRS visual acuity will be measured visit excluding post op day 1 (snellen visual acuity will be measured).

Intraocular pressure (IOP) will be checked. Spectral Domain Optical Coherence Tomography (OCT). Dilated fundus exam.

At Pre Op, Post Op Week 4, 8, 12, 16, 20 and 24 visits:

ETDRS visual acuity will be measured. IOP check. Spectral Domain OCT. Fundus photography. Fundus Autofluorescence (AF). Fluorescein Angiography (FA). Dilated Fundus exam., 6 months",Barnes Retina Institute,6,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2011-08
NCT05172401,"Oxulumis®, Suprachoroidal Drug Administration of Triesence® in Diabetic Macular Edema",https://clinicaltrials.gov/study/NCT05172401,WITHDRAWN,Diabetic Macular Edema,DEVICE: Oxulumis® suprachoroidal microcatheterization administration of Triesence®,"Frequency of ocular adverse events, systemic adverse events, serious, and treatment-emergent non-serious adverse events, Treatment-emergent adverse events are defined as an event that emerges following administration of Triesence with the Oxulumis microcatheter administered at Visit 2 (Baseline, Day 0), 24 Weeks|Frequency of adverse device effects and frequency of serious adverse device effects, Adverse device effects and serious adverse device effects are defined as effects that emerge following the administration of the Oxulumis microcatheter at Visit 2 (Baseline, Day 0), 24 Weeks",Oxular Limited,0,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2022-09-15
NCT00485836,A Study of the Efficacy and Safety of Ranibizumab Injection in Patients With Macular Edema Secondary to Central Retinal Vein Occlusion (CRUISE),https://clinicaltrials.gov/study/NCT00485836,COMPLETED,Macular Edema|Retinal Vein Occlusion,DRUG: Sham injection|DRUG: Ranibizumab injection 0.3 mg|DRUG: Ranibizumab injection 0.5 mg,"Mean Change From Baseline in Best Corrected Visual Acuity (BCVA) Score at 6 Months, BCVA score in the study eye was based on the Early Treatment Diabetic Retinopathy Study (ETDRS) visual acuity charts (number of correct letters) and assessed at a starting distance of 4 meters., Baseline and 6 months","Genentech, Inc.",392,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2007-07
NCT01204541,A Single-Center Pilot Study to Assess Macular Function,https://clinicaltrials.gov/study/NCT01204541,COMPLETED,Macular Degeneration,,,"ORA, Inc.",24,OBSERVATIONAL,Observational Model: |Time Perspective: p,2010-09
NCT04864834,"Phase III Study Assessing the Efficacy, Safety and Immunogenicity of SOK583A1 Versus Eylea® in Patients With Neovascular Age-related Macular Degeneration",https://clinicaltrials.gov/study/NCT04864834,COMPLETED,Neovascular Age-related Macular Degeneration,BIOLOGICAL: SOK583A1 (40 mg/mL)|BIOLOGICAL: Eylea EU (40 mg/mL),"Best-Corrected Visual Acuity (BCVA) will be assessed using the ETDRS testing charts at an initial distance of 4 meters. The change from Baseline in BCVA in letters is defined as difference between BCVA score between Week 8 and Baseline., The primary aim of the study is to demonstrate equivalence of change in BCVA score from Baseline at Week 8 between participants with nAMD treated with SOK583A1 and participants treated with Eylea EU. The primary analysis will be performed on the Per-Protocol Set (PPS), which is the most appropriate analysis set to use when testing for equivalence.

ETDRS: Early Treatment Diabetic Retinopathy Study EU: European, Change from baseline in mean BCVA score at Week 8",Sandoz,485,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2021-05-12
NCT04777201,A Study to Evaluate the Long-Term Safety and Tolerability of Faricimab in Participants With Neovascular Age-Related Macular Degeneration,https://clinicaltrials.gov/study/NCT04777201,ACTIVE_NOT_RECRUITING,Neovascular Age-related Macular Degeneration,DRUG: Faricimab|OTHER: Sham Procedure,"Main Study: Incidence and Severity of Ocular Adverse Events, Up to 2 years|Main Study: Incidence and Severity of Systemic (Non-Ocular) Adverse Events, Up to 2 years|Main Study: Number of Participants with Presence of Anti-Drug Antibodies (ADAs) at Baseline and Incidence of ADAs During the Study, From Baseline up to 2 years|Substudy: Percent Change in Corneal Endothelial Cell Density From Baseline at 1 Year in the Study Eye as Compared With the Fellow Eye, 1 Year is defined as the earliest substudy visit closest to Week 52 occurring between Week 48 and Week 64., Baseline and 1 year",Hoffmann-La Roche,1036,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2021-04-19
